,att_bonus_wgt,att_chance_wgt,att_conqc_wgt,att_cutoff,att_cutoff_win,att_mission_wgt,att_narmies_wgt,ft_avantage_wgt,ft_bonus_wgt,ft_min_wgt,ft_mission_wgt,ft_narmies_wgt,ft_tvantage_wgt,mis_base_wgt,mis_cont_wgt,mis_extr_wgt,mis_play_wgt,mis_terr_wgt,re_avantage_wgt,re_dbonus_wgt,re_ibonus_wgt,re_mission_wgt,re_tvantage_wgt,turn_in_cutoff,iteration
151,12.47,-23.5,5.07,6.6,14.9,1,10.19,-20.74,-17.32,11.08,-4.21,0,-2.49,11.2,13.79,7.61,1,-24.08,-3.95,-21.44,-21.47,0,19.67,6,38
152,20.36,-13.76,7.17,1.7,14.7,1,15.37,-10.81,-5.51,-17.86,2.29,-1,6.4,-0.07,8.94,7.41,1,15.97,-10.89,-21.45,-8.42,1,16.02,6,38
153,10.26,-21.47,5.3,-0.1,-22.4,1,12.09,-16.94,-22.28,24.79,10.21,1,-23.07,-0.87,2.79,7.61,0,18.04,-6.7,-14.35,0.96,0,24.36,4,38
154,11.74,-19.3,22.03,6.5,-22.5,1,7.26,-10.81,24.38,11.09,-2.22,1,-17.5,-2.25,5.64,-0.75,1,-14.5,-7.01,-7.78,5.97,1,17.62,6,38
155,15.69,-14.99,-17.39,6.3,-11.9,1,6.82,-21.95,3.86,0.24,-2.22,0,-24.27,-2.25,4.93,-0.75,1,-24.08,-10.89,-14.35,-25.0,1,13.79,6,38
156,10.26,-18.72,7.17,6.4,12.2,1,15.37,-14.17,-22.28,8.09,2.29,1,-19.99,-0.07,4.93,-0.75,1,-3.01,-2.19,-18.7,2.73,1,13.79,6,38
157,18.97,-23.6,5.07,5.7,0.5,1,20.3,-14.17,-20.46,2.95,-18.68,1,-24.27,-2.25,13.79,-0.75,1,-11.74,-10.7,-18.58,-8.42,1,17.62,6,38
158,10.26,-14.73,19.95,5.7,14.9,1,20.3,-10.81,-19.93,-8.74,-2.22,0,-19.99,-3.4,4.93,7.48,1,15.97,-10.89,-18.7,2.73,1,24.61,6,38
159,2.19,-23.5,9.02,-11.2,19.5,1,19.09,19.05,24.45,17.89,-2.22,1,-19.99,-0.07,4.25,7.61,1,-21.26,-6.3,-19.56,-0.25,1,14.31,4,38
160,18.97,-23.49,13.81,16.5,-17.4,1,7.8,-15.31,-22.28,8.03,-2.22,1,-19.99,-0.07,13.79,7.02,1,-24.08,-6.3,-19.53,-21.72,1,7.85,6,38
161,4.8,-19.34,5.18,5.7,14.7,1,7.76,18.32,-22.28,24.79,16.8,0,3.65,8.79,2.79,0.29,1,-11.01,-3.95,-0.92,2.73,0,23.67,6,38
162,19.04,-23.49,13.81,5.7,19.5,1,4.44,-15.31,-22.26,-15.75,-4.21,0,-17.5,-0.07,-22.2,7.02,1,-24.08,-2.08,-19.53,2.73,1,7.85,8,38
163,12.47,-1.27,7.17,6.3,-2.5,1,18.31,-14.36,-18.39,11.09,10.21,-1,-2.49,-0.07,12.14,0.29,1,-11.74,-9.63,-21.44,2.86,1,13.79,10,38
164,19.04,-1.27,13.85,1.9,-11.8,1,15.36,-21.91,9.08,-21.52,7.88,0,-22.94,-15.04,8.99,15.94,1,-11.74,-4.14,0.73,-0.25,1,21.3,6,38
165,-0.77,-14.79,9.09,5.7,-2.5,1,20.6,-21.95,-11.2,11.07,-22.69,1,-2.49,22.54,13.79,7.77,1,14.9,-10.86,-18.7,-8.42,1,17.62,6,38
166,2.25,-15.06,5.04,6.1,-18.6,1,12.07,-14.17,-2.84,-5.53,2.82,1,-22.94,6.98,4.25,-0.75,1,-11.74,-12.22,-20.63,-21.47,1,23.09,4,38
167,19.09,-21.65,5.15,22.0,-2.4,1,18.31,-14.17,-8.51,8.09,10.25,0,3.83,6.98,18.11,-8.14,1,-14.5,-2.19,-14.72,-8.43,1,13.69,6,38
168,18.97,-21.72,13.81,16.5,12.1,1,7.8,-14.17,14.57,2.95,9.05,1,3.83,-0.07,2.79,0.29,1,14.9,-6.7,-19.53,-1.44,1,14.47,4,38
169,2.25,-19.28,23.25,13.2,-11.9,1,6.18,-16.94,-22.28,8.09,-2.22,1,6.4,-2.25,13.79,7.48,1,-14.5,-3.96,-18.58,-8.42,1,24.61,4,38
170,2.25,-23.48,5.04,5.7,-2.5,1,15.37,-10.66,-2.28,-5.53,-24.8,0,3.83,-22.17,4.25,7.48,1,-11.74,-3.95,-20.63,-8.42,1,13.83,6,38
171,14.2,-21.65,8.64,5.7,0.8,1,7.54,-11.91,21.26,24.48,12.42,0,-6.09,-2.25,4.93,7.02,1,18.04,-7.01,-19.53,-1.49,1,16.02,6,38
172,11.57,-13.64,7.17,16.2,19.5,1,17.18,16.18,-23.44,2.96,-8.01,-1,-22.78,6.98,13.79,7.27,1,14.9,-4.09,-19.53,-21.47,0,13.79,6,38
173,2.25,-13.64,7.17,5.5,8.6,1,8.06,-16.94,-23.44,-21.52,6.74,1,-24.31,11.2,13.79,7.48,1,14.9,-10.89,-20.64,-8.43,1,19.67,10,38
174,-0.62,-21.47,19.95,-0.1,-22.0,1,3.41,-16.94,21.26,11.08,-2.22,0,6.59,20.58,18.76,8.7,1,-3.01,-10.89,-19.68,9.28,1,14.47,10,38
175,19.78,-14.8,7.17,22.0,-2.7,1,15.37,-14.17,-8.51,13.59,-19.29,1,-24.31,-1.57,16.38,0.29,1,-14.5,-2.19,-20.64,-8.43,1,17.62,4,38
176,15.42,-18.72,-0.17,6.4,19.5,1,12.0,-20.74,-20.46,11.08,2.29,0,-24.27,-2.25,4.25,-8.14,1,15.97,-10.48,-11.4,-9.76,1,7.54,6,38
177,19.09,-19.34,5.07,5.5,14.7,1,8.06,-10.81,24.37,-8.31,-2.22,0,-24.27,6.98,13.79,13.74,1,-24.08,-7.01,-18.7,10.34,1,17.62,6,38
178,19.04,-21.26,7.17,-0.1,19.5,1,15.37,-16.94,-2.84,11.1,10.21,1,-6.09,22.54,8.99,-7.15,1,18.95,-10.89,-20.64,10.34,1,7.54,4,38
179,11.75,-18.72,13.81,6.5,12.2,1,7.8,-10.81,-22.28,24.79,-19.18,1,-19.88,-1.57,4.93,-24.85,1,14.9,-2.19,-19.53,-1.44,0,17.62,6,38
180,18.4,-14.99,12.96,16.3,-11.9,1,18.24,-21.95,-14.53,11.1,-18.61,0,-2.49,-22.17,13.79,-8.14,1,14.9,-4.79,-24.95,6.03,1,24.61,4,38
181,11.74,-23.49,13.81,6.3,-11.9,1,17.25,18.32,-23.44,-8.74,11.81,0,-24.27,-1.57,2.79,0.29,1,-14.5,-6.7,-18.7,-1.44,1,24.75,6,38
182,-0.77,-23.49,11.89,6.4,0.2,1,7.8,9.56,24.38,2.96,10.25,1,6.59,-2.25,4.25,-8.14,1,14.9,0.04,-19.53,2.73,0,13.79,4,38
183,18.4,-23.48,7.17,22.0,-2.7,1,18.31,-14.17,-8.51,-8.31,-4.21,0,-24.31,-1.57,13.79,-8.14,1,18.95,-2.19,-14.72,-21.72,1,24.6,4,38
184,2.33,-23.5,8.91,1.9,19.5,1,19.09,-10.81,-2.84,-21.52,-2.22,1,-23.07,22.54,4.25,-0.75,1,-14.5,-3.97,-19.56,-0.25,1,24.6,10,38
185,2.25,-19.3,19.95,5.7,0.5,1,15.37,-14.17,-2.84,17.89,-2.22,0,-24.27,-3.4,4.25,7.61,1,-14.5,-10.86,-19.61,0.96,1,24.48,6,38
186,12.47,-23.48,9.09,15.7,-11.9,1,7.54,-11.91,-23.46,11.08,9.05,0,-22.78,-2.25,2.79,7.61,1,14.9,-9.63,-21.45,-21.38,1,17.76,4,38
187,18.97,-19.36,0.86,5.7,-2.7,1,4.61,-14.17,-20.46,11.08,-4.21,1,-24.27,-0.07,2.79,7.61,1,14.9,-7.01,-18.7,-8.42,1,17.62,4,38
188,18.43,-19.34,5.07,5.7,-18.6,1,17.23,-10.81,11.27,24.79,-4.21,0,-17.5,-12.09,4.93,0.29,1,-24.08,-2.19,0.73,-1.44,1,17.62,6,38
189,19.04,-19.34,0.86,16.5,-2.5,1,6.99,-10.81,-22.28,11.09,-22.69,1,-24.25,-0.07,13.79,7.48,1,14.9,-10.89,-19.56,-24.82,1,19.67,10,38
190,12.47,-1.27,7.17,16.6,-24.1,1,8.88,-14.17,-22.26,11.09,0.2,1,-17.5,-2.25,12.14,0.29,1,-14.5,-9.63,-21.44,10.52,1,13.79,10,38
191,18.97,-16.29,23.25,6.0,19.4,1,7.8,-14.17,-5.51,11.08,-2.22,-1,6.59,8.79,13.79,7.39,1,-21.26,-9.63,-14.35,-21.47,1,16.02,4,38
192,18.97,-23.6,5.07,16.5,-24.1,1,18.31,-20.74,-22.28,17.89,0.2,0,-22.94,-0.07,5.64,0.29,1,14.9,-9.55,-21.44,-24.72,1,24.61,4,38
193,20.36,-21.65,0.86,5.7,12.2,1,7.54,-11.91,21.26,11.08,-22.69,1,-22.78,-2.25,4.93,-8.14,1,14.9,-7.01,-14.72,-8.42,1,13.83,6,38
194,2.07,-14.99,13.8,6.4,-2.3,1,17.18,16.18,24.38,2.96,10.21,0,18.1,-1.57,8.93,7.02,1,-4.34,-1.88,-0.92,-0.26,1,16.75,4,38
195,12.36,-23.6,21.25,5.7,0.5,1,18.31,-10.81,-5.51,-17.93,11.81,1,-24.27,-0.07,8.94,7.27,1,-21.26,-7.01,-14.35,-24.82,1,17.62,4,38
196,19.78,-1.2,8.64,22.0,8.6,1,15.37,-14.17,-17.32,13.59,-21.74,1,-24.27,6.98,13.79,7.61,1,-24.08,-3.95,-19.56,-24.82,1,17.62,4,38
197,14.2,-13.76,7.17,1.7,12.2,1,10.19,20.65,21.26,-8.31,2.29,1,-22.78,-0.07,4.93,7.41,1,18.04,-7.01,-14.72,-0.25,1,13.83,4,38
198,10.49,-23.49,5.07,6.3,-11.9,1,12.07,-10.81,14.57,24.48,2.82,0,6.59,-0.07,18.82,-0.75,1,-24.08,-2.19,3.11,-8.42,0,24.6,6,38
199,18.97,-13.76,19.95,16.5,-17.4,1,12.04,-10.81,-22.28,-21.52,10.21,0,6.59,22.54,4.25,-0.75,1,-24.08,-3.95,-19.53,-10.09,1,17.62,10,38
200,11.85,-23.6,7.17,6.4,-2.5,1,15.45,-14.36,-22.28,-21.52,10.22,0,-19.98,6.98,8.93,-0.75,1,14.9,-4.09,-21.44,-9.76,1,19.67,4,38
201,2.25,-18.62,9.02,5.7,-18.6,1,7.8,19.05,-22.28,17.89,11.79,1,6.59,-1.57,4.93,7.02,1,-14.5,-6.7,-21.44,-8.42,1,13.69,6,38
202,19.09,-23.49,11.85,21.5,12.2,1,17.15,-21.95,-22.28,11.08,-2.22,-1,-24.27,6.98,4.93,7.02,1,-11.74,-6.3,-19.53,2.73,1,16.02,6,38
203,20.36,-14.8,7.16,22.0,14.7,1,15.37,-14.17,-23.56,8.03,-21.74,1,-6.09,-1.57,5.64,0.29,1,-24.08,-3.95,-20.64,-8.42,1,24.57,4,38
204,20.36,-13.76,9.02,6.4,-18.6,1,18.24,19.05,24.45,17.89,-22.69,1,6.59,11.2,13.79,7.02,1,14.9,-6.3,-19.61,-8.42,1,13.79,6,38
205,2.25,-23.48,19.88,7.8,-2.4,1,7.29,-14.17,-22.28,-13.39,-19.29,-1,3.83,-1.57,2.79,-0.75,1,18.95,-3.95,-21.44,-24.82,1,7.54,6,38
206,4.8,-23.6,13.81,13.2,-11.9,1,20.3,-14.17,-2.84,2.95,-19.18,-1,3.98,-3.4,13.79,7.61,1,14.9,-7.04,-18.58,0.96,1,24.48,6,38
207,20.55,-23.48,13.81,7.8,12.2,1,12.07,-16.94,-22.28,2.96,11.79,-1,-17.5,-1.57,4.93,7.02,1,-14.5,-6.3,-18.7,-21.47,1,7.54,6,38
208,19.09,-18.61,-17.39,-12.5,0.5,1,10.18,-10.81,-20.46,2.96,10.21,0,3.83,-12.09,2.66,-0.75,1,-24.08,-10.61,-19.53,6.04,1,17.62,4,38
209,2.25,-12.13,0.97,5.7,8.6,1,20.6,-14.17,-22.28,17.89,11.81,1,3.83,22.54,16.87,7.02,1,-14.5,-6.7,-18.7,-21.72,1,7.54,6,38
210,2.25,-1.27,13.81,5.7,-24.3,1,12.09,-16.94,-8.51,11.08,-2.22,1,3.83,6.98,4.25,-8.14,1,-11.74,-6.7,-19.61,-24.82,1,13.69,6,38
211,2.32,-19.3,-0.09,21.4,-18.6,1,6.18,-21.95,-14.53,-21.52,10.21,1,-17.5,-1.57,19.41,-0.75,1,-4.34,-10.87,-19.61,5.97,0,13.83,4,38
212,2.25,-23.48,5.18,22.7,-11.9,1,7.8,16.18,21.26,11.08,6.74,0,-24.31,22.54,19.41,-8.14,1,-24.08,-19.32,-19.47,-8.43,1,16.02,4,38
213,2.25,-18.72,13.81,1.6,-2.5,1,18.31,-10.81,-22.28,2.96,0.2,0,-24.27,-0.07,2.66,0.55,1,14.9,-2.19,-19.61,-1.27,1,16.94,4,38
214,19.04,-19.3,5.29,5.7,12.1,1,7.8,-16.94,-22.28,11.08,-4.21,1,-24.27,-2.25,2.79,0.29,1,14.9,-6.7,-19.53,-24.82,1,16.02,10,38
215,19.04,-21.65,5.07,5.7,19.5,1,7.8,-11.91,21.26,-8.31,2.29,1,-22.78,-15.04,4.93,15.94,1,-11.74,-7.01,-14.72,-19.1,1,13.83,6,38
216,20.36,-19.3,5.04,5.7,-18.6,1,6.82,-15.31,-2.28,-5.53,-24.8,1,-22.94,-1.57,4.25,13.74,1,14.9,-10.89,-19.61,-8.42,0,10.92,4,38
217,12.36,-13.76,7.17,1.9,8.6,1,10.19,-10.81,-20.46,11.08,-4.21,1,6.4,-0.07,2.79,7.41,1,15.97,-3.87,-19.61,-0.25,1,13.79,4,38
218,2.25,-21.72,5.18,22.7,-2.5,1,12.18,-14.17,-22.28,-21.52,9.05,1,-2.49,11.2,4.93,-17.65,1,-11.74,-3.95,-20.63,-1.44,1,17.72,4,38
219,20.36,-13.88,0.86,-0.1,8.6,1,15.37,-14.17,11.27,8.03,-22.69,1,-6.09,-1.57,16.38,7.48,1,14.9,-3.95,-21.44,-1.44,1,16.75,6,38
220,18.97,-23.49,9.09,5.7,-18.6,1,7.54,16.18,-5.51,11.08,9.05,1,-22.78,-1.57,5.64,7.48,1,14.9,-2.19,-21.45,-8.42,1,13.79,6,38
221,2.25,-13.76,-17.42,5.7,-18.6,1,21.7,-10.66,-22.28,-8.74,-4.21,-1,6.4,-0.07,2.79,0.29,1,-11.74,-3.95,-19.53,0.96,1,13.83,6,38
222,11.85,-23.5,9.09,6.4,-2.5,1,8.88,-14.17,-22.28,2.96,11.81,0,-17.5,22.54,2.79,7.48,1,-11.74,-4.79,-21.44,-9.76,1,19.67,6,38
223,2.33,-14.99,13.83,6.1,-18.6,1,6.83,-10.81,-2.28,-5.53,-19.18,1,-23.52,-1.57,4.93,-0.75,1,-11.74,-6.3,-20.63,-8.42,0,10.92,6,38
224,14.5,-19.16,19.95,6.3,-11.9,1,8.3,-14.17,-2.84,-8.74,12.42,-1,3.83,-3.4,2.79,-18.65,1,14.9,-6.88,-20.64,0.96,1,24.36,4,38
225,2.25,-19.28,5.07,16.2,-24.3,1,17.18,-11.91,-20.46,2.96,-2.27,0,-2.49,-1.57,2.79,8.7,1,-24.08,-6.3,-14.8,-21.47,1,17.77,6,38
226,10.26,-23.5,8.64,6.4,-18.6,1,17.23,-10.81,-20.46,14.91,0.2,1,6.59,22.54,16.87,-8.14,1,18.95,-3.95,0.73,-21.47,1,16.02,4,38
227,2.25,-12.13,13.86,16.5,14.7,1,20.3,-14.36,-2.28,11.08,-8.01,-1,-22.94,21.41,13.79,7.61,1,-24.08,-10.86,-19.47,-8.42,1,13.79,6,38
228,19.67,-21.65,12.96,5.7,12.2,1,6.83,-21.95,-14.53,11.08,12.24,0,-13.38,22.54,18.82,-17.65,1,-24.08,0.04,-18.64,6.04,1,13.79,4,38
229,19.04,-14.99,5.04,6.1,12.1,1,7.8,-16.94,-2.28,8.09,9.05,1,-24.31,-0.07,4.25,7.48,1,-14.5,-6.7,-19.58,-8.42,1,24.6,4,38
230,18.97,-23.5,7.17,5.7,-2.5,1,15.45,-21.95,-23.37,2.96,-2.22,0,6.59,-1.57,4.93,-18.65,1,-14.5,-3.64,-18.58,-21.72,1,16.94,6,38
231,11.85,-23.5,5.19,6.4,-11.6,1,8.06,-10.81,-5.51,24.79,-21.74,0,-19.99,-12.09,16.87,-8.14,1,-24.08,-10.89,0.73,-24.82,1,24.6,4,38
232,2.32,-19.3,23.25,21.4,14.7,1,6.83,-16.94,14.57,11.08,0.2,1,6.4,-2.25,2.79,-0.75,1,18.04,-3.95,0.73,-8.42,0,13.83,4,38
233,18.97,-23.48,5.07,21.5,0.2,1,17.23,-10.81,9.08,2.96,-2.22,0,-24.27,11.2,18.82,-0.75,1,-24.08,-3.97,-19.68,-8.42,1,7.54,6,38
234,19.78,-14.8,22.03,-0.1,-22.4,1,18.31,-14.17,-2.84,8.03,-21.74,0,-6.09,-1.57,16.38,0.29,1,18.95,3.12,-7.78,0.96,0,17.62,6,38
235,2.25,-21.72,5.18,6.5,12.2,1,21.7,-14.17,-20.46,11.08,-18.68,-1,-19.99,-2.25,19.41,7.64,1,-24.08,-10.7,0.73,-1.44,1,17.72,6,38
236,19.04,-12.13,22.03,5.7,-11.9,1,15.37,-16.94,-22.28,11.08,-8.01,1,-22.78,-2.25,5.64,7.48,1,-14.5,-7.01,-20.64,-0.26,1,16.02,10,38
237,19.04,-19.3,13.81,16.5,-11.9,1,4.48,-15.31,-22.26,11.08,-4.21,0,18.1,-0.07,2.79,-4.32,1,14.9,-7.01,-19.53,-21.72,1,16.02,8,38
238,20.36,-19.3,0.86,5.7,-11.9,1,6.82,-15.31,-23.56,2.97,-2.22,-1,-17.5,11.2,2.79,7.61,1,14.9,-6.3,-18.7,0.96,1,24.48,4,38
239,19.67,-19.3,5.07,1.9,-11.9,1,10.19,-14.08,24.38,-8.74,-4.21,1,-17.5,-3.4,2.79,-0.75,1,-14.5,-3.95,-14.35,0.96,1,24.48,6,38
240,20.36,-21.72,13.81,5.7,-11.9,1,6.82,-14.17,-22.28,0.21,-22.69,1,3.98,11.2,18.82,-0.75,1,14.9,-10.89,-18.58,-25.0,1,16.02,4,38
241,2.25,-23.5,-17.39,1.6,19.5,1,15.37,16.18,-23.44,17.89,0.2,0,3.98,-2.25,4.25,8.7,1,-14.5,-4.59,-19.61,-21.47,1,16.94,10,38
242,18.97,-13.77,16.47,22.7,-2.5,1,20.3,9.31,-2.28,-5.53,-8.01,-1,-22.94,21.41,4.3,7.61,1,14.9,-10.86,-20.63,-8.42,1,14.47,4,38
243,14.5,-23.6,-0.17,6.3,12.2,1,7.86,-11.91,-22.28,2.96,-2.22,1,-2.49,22.54,5.64,7.48,0,-11.74,-10.89,-11.4,-21.47,1,16.02,4,38
244,19.04,-19.34,5.18,0.1,-2.5,1,18.24,-14.36,-22.28,14.91,-4.21,0,-2.49,-0.87,2.66,7.02,1,14.9,-4.79,-21.44,-21.72,1,17.62,4,38
245,2.25,-14.99,5.04,5.7,8.6,1,17.18,-14.17,-2.28,2.96,-2.22,1,-2.49,-22.17,4.25,7.77,1,14.9,-9.63,-19.58,-21.47,0,16.94,4,38
246,11.74,-15.22,-0.17,6.3,-23.6,1,12.09,-11.91,-20.46,2.96,6.74,0,-22.78,-12.09,5.64,5.67,1,-24.08,-12.2,-14.35,-21.47,1,24.35,4,38
247,14.28,-23.6,19.95,6.3,-24.3,1,20.3,9.31,-11.2,11.08,-21.74,0,-19.99,11.2,8.93,7.61,1,-2.63,-10.86,-12.29,2.73,1,23.09,6,38
248,12.47,-23.35,9.09,13.2,-11.9,1,20.6,-14.17,21.26,11.08,-19.29,1,-17.5,-0.87,13.79,0.29,1,14.9,-9.63,-19.65,-24.83,0,16.02,6,38
249,10.26,-21.47,13.8,-0.1,-22.4,1,14.25,-10.81,-22.28,24.79,10.21,1,-24.27,-1.57,2.79,7.48,1,-11.74,-6.7,3.11,-8.42,0,16.02,6,38
250,2.19,-19.3,9.02,-11.2,-18.6,1,6.82,-15.31,-23.56,17.89,11.79,0,-19.99,-2.25,4.93,0.29,1,-21.26,-6.3,-14.35,-25.0,1,13.79,4,38
251,11.74,-15.22,5.18,21.8,-18.6,1,12.09,19.05,-17.32,3.02,-21.74,1,-22.78,-12.09,5.64,7.02,1,-4.34,-6.3,-21.44,-21.47,1,17.68,6,38
252,2.25,-23.6,13.81,5.8,12.2,1,20.13,-21.95,-22.28,2.96,2.29,0,-17.5,-2.25,18.76,-8.14,1,18.95,-4.67,-7.78,10.34,1,17.62,4,38
253,2.25,-19.28,0.97,5.3,-24.3,1,20.6,-14.17,24.38,17.89,-2.22,1,3.83,-2.25,16.87,7.02,1,-24.08,-6.7,-18.7,10.34,1,13.83,6,38
254,14.28,-23.6,5.08,1.9,8.6,1,8.88,18.32,-22.28,-21.52,-18.68,-1,-22.94,11.88,4.93,0.29,1,15.08,-7.01,-7.78,-8.35,1,13.69,6,38
255,12.47,-14.73,9.09,5.7,-11.9,1,8.88,-10.81,-22.28,11.08,11.81,0,-17.5,22.54,2.79,7.48,1,-14.5,-13.0,-21.44,-21.4,1,7.54,6,38
256,11.74,-23.48,5.18,22.7,-11.9,1,20.52,-10.81,21.26,-6.11,6.74,0,-24.31,-0.07,19.41,-8.14,1,15.97,-19.32,-14.95,-8.43,1,16.02,4,38
257,11.85,-23.48,9.09,5.7,-11.8,1,18.24,18.32,-5.51,11.08,2.82,0,-17.5,-2.25,16.87,7.61,1,-11.74,-7.01,-19.56,10.52,1,16.02,4,38
258,18.97,-19.3,9.09,5.7,-18.6,1,7.54,-11.91,-5.51,11.08,9.05,1,-22.78,-2.25,5.64,-0.75,1,14.9,-9.63,-21.45,-8.42,1,13.79,6,38
259,20.36,-13.88,0.86,5.7,8.6,1,8.06,16.18,11.27,11.08,-22.69,1,-24.25,11.2,13.79,7.48,1,14.9,-10.89,-21.44,-1.44,1,16.75,6,38
260,14.2,-21.65,7.17,5.7,12.2,1,7.54,-11.91,21.26,-8.31,2.29,1,-22.78,-2.25,4.93,-8.14,1,18.04,-7.01,-14.72,-8.42,1,13.83,6,38
261,-0.77,-23.49,19.95,6.3,-11.9,1,17.18,18.32,11.27,-8.74,-2.22,1,6.59,-1.57,18.82,7.48,1,-14.5,-2.19,-14.72,-24.94,1,24.75,6,38
262,11.74,-7.71,24.68,-10.9,0.7,1,8.06,-21.95,-22.28,-8.74,-4.14,-1,-24.27,-2.25,16.87,0.29,1,19.15,-9.63,-20.64,-10.09,0,13.75,4,38
263,20.36,-13.76,0.86,5.7,8.6,1,8.06,-21.95,24.38,11.08,-22.69,1,-24.25,11.2,13.79,7.48,1,14.9,-10.87,-19.61,-8.42,1,16.02,6,38
264,12.32,-21.65,19.88,6.3,-12.0,1,3.38,-17.01,11.27,-8.74,2.82,1,-19.79,8.59,4.25,-8.14,1,18.91,-0.94,-18.74,-10.09,1,13.79,6,38
265,18.97,-21.67,7.17,5.7,2.2,1,18.36,18.32,-23.46,24.62,-21.76,0,-24.1,-2.25,8.93,-0.75,1,-3.01,-4.01,-19.68,-8.42,1,13.79,6,38
266,19.09,-13.68,7.17,21.5,-18.6,1,21.7,-14.36,14.57,8.09,10.25,-1,6.59,-0.07,19.41,0.29,1,-21.26,-6.3,-19.65,-0.25,1,24.6,4,38
267,20.46,-13.64,7.17,1.9,19.4,1,8.06,-14.17,-23.44,-21.52,2.29,1,6.4,11.2,4.25,7.27,1,14.9,-3.95,-19.61,10.34,1,16.02,6,38
268,12.47,-1.2,5.07,22.0,8.6,1,8.06,-10.81,-17.32,13.59,6.74,1,-24.31,6.98,13.79,7.61,1,-24.08,-3.95,-14.35,-8.49,1,17.62,10,38
269,14.28,-23.6,19.95,6.3,-24.3,1,20.09,9.56,-12.15,-21.52,-21.74,0,-22.94,11.2,18.76,-8.14,1,18.04,-13.0,-12.29,-1.39,-1,23.09,10,38
270,11.89,-21.47,23.25,3.6,19.4,1,17.25,-10.81,14.57,24.79,12.42,0,-24.27,11.88,13.79,-18.65,1,14.9,-6.3,-14.35,10.68,0,14.47,6,38
271,2.25,-21.72,23.25,13.2,12.2,1,6.18,-14.17,-22.28,8.09,-18.68,1,6.4,-2.25,13.79,7.48,1,-14.5,-3.96,-18.58,-8.42,1,24.61,4,38
272,15.42,-18.48,7.28,22.7,8.6,1,17.23,-11.91,-23.44,-15.75,11.81,0,-2.49,-1.57,4.93,7.61,1,18.04,-4.09,-21.39,-0.26,1,13.79,4,38
273,10.26,-18.72,5.3,-11.2,4.8,1,15.37,-14.17,-22.28,8.09,2.29,0,-19.99,-1.57,4.93,7.48,1,-24.08,-2.19,-19.53,-0.25,1,16.02,6,38
274,20.36,-21.47,0.86,-0.1,-11.9,1,6.82,-15.31,14.57,0.21,-2.22,0,-13.38,11.2,2.79,13.74,1,19.15,-10.89,-19.61,2.73,1,14.47,4,38
275,20.36,-21.65,8.57,6.4,-18.6,1,8.3,-21.95,6.1,2.96,10.21,1,18.1,-1.57,8.93,7.02,1,-4.34,-10.87,-19.61,-21.47,1,16.75,6,38
276,12.47,-23.48,7.17,5.7,-11.9,1,17.15,-10.81,-22.28,11.08,-2.22,1,-24.27,-2.25,12.14,7.48,1,18.95,-7.01,-20.64,-24.82,1,16.02,4,38
277,18.97,-16.29,0.86,6.0,8.6,1,18.31,-10.81,24.38,11.08,-2.22,0,6.59,8.79,13.79,7.39,1,-14.5,3.12,-19.61,-21.47,1,16.02,6,38
278,2.25,-23.48,8.64,5.7,-11.9,1,7.8,16.18,24.37,11.08,-2.22,0,-24.27,22.54,13.79,13.74,1,-24.08,-4.59,-19.47,-10.09,1,24.6,6,38
279,2.25,-12.13,16.47,16.5,8.6,1,8.88,9.31,-22.28,-21.52,-2.12,1,15.11,6.38,4.3,7.77,1,6.98,-4.79,-19.61,6.04,0,16.94,6,38
280,2.25,-23.48,19.95,5.7,14.7,1,19.09,-14.17,-22.28,-8.31,9.05,0,3.83,-2.25,2.79,13.74,1,-24.08,-2.19,-19.55,-1.44,1,24.6,4,38
281,18.97,-19.16,13.8,5.7,-2.5,1,8.3,-21.95,-22.28,2.95,-14.05,1,3.83,11.88,-15.87,7.61,1,-11.74,-3.95,3.11,10.34,1,24.36,6,38
282,2.25,-18.62,23.25,16.5,19.5,1,6.18,16.18,14.57,11.08,-18.68,1,3.98,-2.25,5.71,-19.74,1,15.97,-2.23,-7.78,-8.42,1,13.9,4,38
283,11.75,-18.57,13.81,6.5,12.2,1,7.8,-10.81,-22.28,2.96,-19.18,0,-19.99,22.54,4.93,7.48,1,14.9,-2.19,-19.53,-1.44,1,17.62,4,38
284,2.32,-14.99,-0.17,6.4,19.5,1,12.0,-10.81,-23.56,24.79,12.42,0,-24.27,22.54,5.27,7.48,1,18.95,-5.51,-21.51,10.62,1,16.1,4,38
285,14.28,-18.64,-17.42,1.9,-11.9,1,7.8,-10.81,-14.53,-21.52,9.05,0,-13.38,-0.07,18.82,15.94,1,-14.5,-10.89,-19.65,16.83,1,24.6,4,38
286,2.33,-23.6,7.17,-10.9,12.2,1,20.6,-14.17,-2.84,-21.52,10.21,0,6.4,22.54,-15.87,0.29,1,18.04,-4.09,-19.53,10.34,0,23.13,10,38
287,-0.77,-23.5,11.89,16.5,8.6,1,22.89,-21.88,-23.37,17.89,-2.12,1,6.59,6.38,8.94,8.7,1,-14.5,-4.93,-7.78,6.04,1,17.09,6,38
288,12.47,-23.48,5.08,15.7,-11.9,1,17.05,-10.81,-23.46,11.08,2.82,0,-22.78,-2.25,2.77,7.61,1,14.9,-7.01,-19.49,-21.38,1,17.76,4,38
